CustomerID,Recency,Frequency,Monetary,Cluster
12346,326,1,77183.6,0
12747,3,11,4196.01,0
12748,1,209,33719.73,0
12749,4,5,4090.88,0
12820,4,4,942.34,1
12821,215,1,92.72,2
12822,71,2,948.88,1
12823,75,5,1759.5,0
12824,60,1,397.12,1
12826,3,7,1474.72,0
12827,6,3,430.15000000000003,1
12828,3,6,1018.71,0
12829,337,2,293.0,2
12830,38,6,6814.64,0
12831,263,1,215.05,2
12832,33,2,383.03,1
12833,146,1,417.38,1
12834,283,1,312.38,2
12836,60,4,2612.86,0
12837,174,1,134.1,2
12838,34,2,683.13,1
12839,3,14,5591.42,0
12840,144,4,2726.77,0
12841,5,25,4022.35,0
12842,71,2,1118.99,1
12843,66,8,1702.26,0
12844,30,2,325.96000000000004,1
12845,268,4,354.09,2
12847,23,1,871.54,1
12849,32,2,1050.8899999999999,1
12851,97,1,135.18,1
12852,295,1,311.55,2
12853,135,6,1957.1000000000001,0
12854,79,3,1324.5,1
12855,373,1,38.1,2
12856,8,6,2179.93,0
12857,211,2,1106.4,2
12863,53,1,521.2,1
12864,139,1,147.12,2
12867,27,7,4036.82,0
12868,186,6,1607.0600000000002,0
12871,85,2,380.64,1
12872,327,2,599.97,2
12873,283,1,374.0,2
12875,144,2,343.2300000000001,1
12877,4,12,1535.77,0
12878,237,2,854.99,2
12879,45,3,573.22,1
12881,276,1,298.0,2
12882,10,2,1463.04,1
12883,25,4,703.47,1
12884,89,1,309.05,1
12885,64,3,1175.22,1
12886,68,2,1378.4,1
12888,215,2,354.12,2
12890,25,1,380.46999999999997,1
12891,186,3,331.0,2
12893,31,1,188.14,1
12895,43,2,372.8,1
12897,205,2,216.5,2
12901,9,28,17654.54,0
12902,265,1,138.68,2
12904,19,2,509.58,1
12906,12,5,2919.81,0
12908,177,2,750.0,2
12909,40,5,2178.67,0
12910,24,8,3075.04,0
12912,3,5,1662.3,0
12913,5,5,2483.63,0
12915,149,2,363.65,1
12916,139,4,3006.15,0
12917,129,1,594.0,1
12919,9,6,1335.19,0
12920,18,1,164.23,1
12921,10,37,16587.09,0
12922,162,1,405.38,2
12923,65,1,176.97,1
12924,89,4,933.7,1
12925,5,2,694.05,1
12928,36,5,2062.7000000000003,0
12929,312,1,117.85,2
12930,79,2,415.8,1
12931,22,15,42055.96,0
12933,25,3,607.53,1
12935,3,7,2160.7,0
12936,18,4,1063.9,0
12937,16,4,1504.27,0
12938,26,1,114.14,1
12939,65,8,11581.8,0
12940,55,2,913.54,1
12942,132,3,683.9,1
12944,36,2,604.51,1
12945,289,1,462.95,2
12947,144,6,1603.99,0
12948,17,7,2064.95,0
12949,31,8,4167.22,0
12950,3,3,1843.0,0
12951,9,6,1064.07,0
12952,6,4,1387.79,0
12953,10,1,329.85,1
12955,2,11,4757.16,0
12956,307,1,108.07,2
12957,10,8,4017.54,0
12962,8,2,266.39,1
12963,9,8,1856.63,0
12965,90,1,771.91,1
12966,10,1,160.18,1
12967,359,2,1660.9,2
12968,113,1,135.95,1
12970,8,4,452.24,1
12971,4,86,11189.91,0
12974,198,1,144.8,2
12976,212,1,738.6,2
12977,157,1,39.239999999999995,2
12980,158,9,7374.900000000001,0
12981,30,2,372.21999999999997,1
12982,243,1,390.54,2
12984,19,1,97.5,1
12985,1,2,1239.38,1
12987,74,2,558.7,1
12988,293,1,535.32,2
12989,4,15,6924.110000000001,0
12990,32,3,409.5,1
12991,24,2,503.76,1
12993,24,4,414.76,1
12994,5,3,974.4200000000001,1
12995,86,1,211.32,1
12997,23,4,1226.89,0
12999,197,3,455.88,2
13000,107,3,534.85,1
13001,5,13,9818.82,0
13002,319,1,120.94999999999999,2
13003,106,3,149.05,1
13004,12,18,5655.91,0
13005,174,2,513.7,2
13006,57,1,81.57,1
13008,324,1,229.46999999999997,2
13011,373,1,50.550000000000004,2
13012,10,8,1661.8400000000001,0
13013,2,13,4810.9400000000005,0
13014,11,10,3466.2799999999997,0
13015,54,5,3346.28,0
13016,74,3,789.89,1
13017,8,1,204.0,1
13018,17,28,7277.7,0
13021,5,9,2616.38,0
13023,65,2,689.9,1
13026,2,5,975.36,0
13027,114,6,6912.0,0
13028,23,2,661.3199999999999,1
13029,31,3,1247.5,1
13030,12,2,799.48,1
13032,53,2,1010.18,1
13033,358,1,190.55,2
13034,55,2,642.77,1
13035,74,2,921.88,1
13037,139,3,881.07,1
13038,81,3,908.46,1
13040,9,2,676.99,1
13043,274,1,516.42,2
13044,292,1,560.47,2
13045,100,1,305.28000000000003,1
13046,31,2,629.31,1
13047,32,10,3237.54,0
13048,15,4,1835.91,0
13049,65,2,656.6800000000001,1
13050,15,17,5836.86,0
13052,213,1,348.15000000000003,2
13055,79,3,1214.41,1
13058,25,3,271.40000000000003,1
13059,250,1,183.4,2
13060,254,1,307.53,2
13061,73,1,248.61,1
13062,192,1,346.98,2
13064,13,4,1119.49,0
13065,374,1,205.86,2
13066,25,2,470.8,1
13067,83,1,115.46000000000001,1
13068,11,2,344.0,1
13069,1,24,4436.12,0
13070,193,1,228.8,2
13072,267,1,177.15,2
13075,130,1,919.61,1
13077,2,4,729.27,1
13078,4,26,12627.94,0
13079,5,5,220.10000000000002,1
13080,180,1,58.08,2
13081,12,11,28337.38,0
13082,127,9,3613.63,0
13083,5,2,303.75,1
13085,158,2,416.08000000000004,1
13089,3,97,58825.83,0
13090,9,14,8910.82,0
13091,29,1,345.82,1
13092,71,5,477.83,1
13093,276,8,7832.47,0
13094,22,12,1927.3200000000002,0
13095,71,1,74.39999999999999,1
13097,33,10,6010.42,0
13098,2,28,28882.44,0
13099,100,1,207.35999999999999,1
13101,235,1,101.19,2
13102,2,24,6424.09,0
13103,40,1,243.94,1
13104,4,6,1098.48,0
13106,134,1,76.5,2
13107,45,4,1531.6200000000001,0
13108,373,1,350.06,2
13109,60,2,786.54,1
13110,32,7,1488.67,0
13113,1,24,12245.960000000001,0
13115,12,4,2294.78,0
13116,139,1,501.14,1
13117,22,8,984.91,0
13118,20,5,1197.81,0
13120,239,1,30.599999999999998,2
13121,270,1,283.73,2
13122,95,2,922.39,1
13124,90,3,3866.33,0
13126,5,8,2099.64,0
13127,78,1,259.17,1
13130,95,1,64.0,1
13131,24,3,1073.3,1
13132,262,1,77.3,2
13133,274,2,109.8,2
13134,86,4,1793.58,0
13135,197,1,3096.0,2
13136,57,5,2607.61,0
13137,11,8,3650.41,0
13138,23,6,962.39,0
13139,17,7,5064.94,0
13140,109,3,423.72,1
13141,85,5,2388.75,0
13142,20,1,307.09,1
13144,333,1,110.95,2
13145,40,4,618.52,1
13146,27,1,228.91,1
13147,11,4,712.8000000000001,1
13148,30,12,3707.12,0
13149,15,4,1676.06,0
13151,296,1,1257.8700000000001,2
13153,6,1,486.22,1
13155,34,4,971.76,1
13157,50,4,1741.22,0
13158,95,4,1201.06,1
13159,9,4,1437.85,0
13160,23,1,91.8,1
13161,314,1,112.75,2
13162,123,4,1688.29,0
13165,47,2,1021.48,1
13166,284,1,417.2,2
13167,19,4,791.33,1
13168,37,4,1319.19,0
13169,64,2,712.88,1
13170,27,1,116.00999999999999,1
13171,22,3,468.41,1
13173,5,2,353.65,1
13174,17,3,2817.03,0
13176,47,1,492.84,1
13177,65,1,282.45,1
13178,27,11,5725.47,0
13182,46,1,121.18,1
13183,8,9,3957.78,0
13184,15,10,1701.29,0
13185,268,1,71.4,2
13186,40,3,1575.89,1
13187,338,1,236.02,2
13188,12,1,114.60000000000001,1
13189,19,2,260.68,1
13192,96,2,911.94,1
13193,62,1,117.88,1
13194,136,1,60.7,2
13196,12,4,1797.78,0
13198,11,6,3401.2400000000002,0
13199,4,38,9817.12,0
13200,20,4,870.09,1
13203,10,4,869.46,1
13207,16,2,250.26000000000002,1
13208,59,6,1223.9,0
13209,31,8,5891.61,0
13210,94,1,353.48,1
13211,11,3,1197.42,1
13212,20,3,788.08,1
13213,57,5,1520.58,0
13216,268,1,333.74,2
13217,123,3,533.98,1
13218,128,1,62.63999999999999,2
13220,79,4,819.2900000000001,1
13221,241,2,847.41,2
13223,201,2,163.20000000000002,2
13224,61,2,2155.95,1
13225,4,7,6463.84,0
13226,274,1,108.21000000000001,2
13227,202,1,257.7,2
13228,82,1,358.0,1
13229,226,1,160.95,2
13230,5,14,2806.97,0
13232,13,7,1357.6,0
13233,75,2,605.12,1
13235,213,1,1031.07,2
13236,25,2,744.85,1
13238,18,4,700.73,1
13239,262,1,329.56,2
13240,97,4,663.65,1
13242,113,3,270.40000000000003,1
13243,204,1,600.07,2
13244,93,1,121.74000000000001,1
13245,51,1,430.5,1
13246,19,6,1987.3,0
13247,18,4,501.12,1
13248,125,2,465.68,1
13249,93,3,711.41,1
13253,157,2,1030.4,1
13255,10,2,399.51,1
13258,12,3,698.58,1
13259,62,1,292.32,1
13260,62,1,557.62,1
13261,269,2,944.1,2
13262,264,1,200.29,2
13263,2,35,7454.07,0
13265,54,5,2107.66,0
13266,12,12,3834.2599999999998,0
13267,3,19,4521.49,0
13268,18,11,3214.69,0
13269,2,15,5346.2300000000005,0
13270,367,1,590.0,2
13271,38,1,217.38,1
13272,32,2,276.56,1
13273,114,1,138.98,1
13276,64,2,590.9300000000001,1
13277,16,4,258.4,1
13278,41,1,542.73,1
13279,79,1,137.75,1
13280,123,3,814.86,1
13282,19,3,1132.14,1
13283,60,2,93.66,1
13284,331,1,201.19,2
13285,24,4,2709.12,0
13291,156,1,361.11,2
13292,39,2,578.9399999999999,1
13294,190,2,873.74,2
13295,360,1,201.20000000000002,2
13296,138,1,87.4,2
13297,8,4,2089.85,0
13298,2,1,360.0,1
13299,269,1,142.5,2
13300,170,1,371.89,2
13301,104,4,618.09,1
13302,156,1,63.75,2
13304,352,1,300.42,2
13305,5,10,2000.86,0
13307,121,1,15.0,2
13308,23,3,1385.51,1
13309,8,5,1456.79,0
13310,29,3,1132.03,1
13311,5,2,598.57,1
13313,23,5,1555.32,0
13314,2,3,775.94,1
13316,38,4,5977.7300000000005,0
13317,67,6,2273.68,0
13318,2,3,640.76,1
13319,6,26,10845.550000000001,0
13320,79,4,1548.7,0
13321,73,2,567.36,1
13322,18,1,199.48000000000002,1
13323,4,5,787.85,0
13324,37,10,7121.95,0
13325,82,1,675.3,1
13327,39,8,3627.77,0
13328,317,1,1308.48,2
13329,32,2,789.0,1
13330,93,3,1140.93,1
13332,15,1,350.9,1
13334,83,3,3536.82,0
13336,78,1,795.12,1
13338,158,1,487.02,2
13339,201,1,860.12,2
13340,46,7,10736.48,0
13341,261,1,775.85,2
13343,178,1,353.43,2
13344,68,3,2543.72,0
13345,288,1,389.5,2
13347,71,1,341.36,1
13348,65,1,233.76,1
13349,11,1,247.32,1
13350,17,2,979.12,1
13351,67,1,373.94,1
13352,61,1,397.97999999999996,1
13354,72,1,743.53,1
13355,123,1,674.7,1
13356,81,1,768.24,1
13357,258,1,609.95,2
13358,269,1,439.03,2
13359,64,1,439.56,1
13362,10,4,3090.7400000000002,0
13363,18,2,992.5,1
13364,72,1,134.95999999999998,1
13365,34,2,2225.37,1
13366,51,1,56.160000000000004,1
13368,257,2,623.4,2
13369,366,1,308.28000000000003,2
13370,372,1,754.87,2
13372,90,1,378.64,1
13373,61,3,3312.25,0
13375,89,1,778.65,1
13376,100,3,1019.76,1
13379,27,3,572.56,1
13381,32,6,3639.31,0
13382,281,1,222.99,2
13384,31,7,4151.93,0
13385,330,1,534.57,2
13388,132,2,677.1,1
13389,12,3,797.96,1
13390,75,1,544.08,1
13391,204,1,59.8,2
13394,2,8,2520.02,0
13395,186,1,307.72,2
13396,30,2,1360.99,1
13397,73,5,1544.13,0
13398,193,1,457.34,2
13402,128,2,621.23,1
13403,18,1,75.0,1
13404,2,2,252.49,1
13405,75,3,572.451,1
13408,2,62,28117.04,0
13410,25,5,1003.06,0
13411,108,1,213.55,1
13414,134,3,1390.5,1
13416,44,2,712.5,1
13417,5,2,640.83,1
13418,12,18,6127.43,0
13419,64,1,221.06,1
13420,150,2,159.85,2
13421,41,2,1851.08,1
13422,65,1,2626.3,1
13425,109,3,1624.21,1
13426,1,10,3641.32,0
13427,20,3,582.6,1
13428,11,1,218.47,1
13429,11,4,1006.8,1
13430,19,2,679.45,1
13431,68,2,1269.1,1
13434,75,2,534.24,1
13435,6,7,3809.8900000000003,0
13436,2,1,196.89,1
13437,15,7,3408.06,0
13439,256,1,283.71,2
13441,92,1,296.64,1
13447,24,3,1129.14,1
13448,17,6,3539.37,0
13449,24,1,291.88,1
13450,27,6,2043.7199999999998,0
13451,27,5,2976.15,0
13452,260,2,590.0,2
13453,166,2,356.97999999999996,2
13455,25,2,1058.34,1
13456,18,6,1766.72,0
13458,8,14,9646.57,0
13460,30,2,183.44,1
13461,39,3,1445.0,1
13462,253,1,151.5,2
13464,59,1,674.68,1
13466,185,1,307.9,2
13467,11,2,1083.71,1
13468,2,37,5704.97,0
13470,100,2,165.0,1
13471,2,4,2531.58,0
13473,61,2,422.64,1
13474,237,1,229.59,2
13475,192,4,1431.78,1
13476,179,2,1238.47,1
13477,38,6,1454.58,0
13479,201,2,300.95,2
13481,46,5,1804.56,0
13482,233,1,184.64,2
13483,66,1,140.34,1
13484,242,1,313.8,2
13485,234,1,454.24,2
13486,79,3,1122.41,1
13487,58,3,575.4,1
13488,18,13,8968.31,0
13489,106,4,449.52,1
13491,52,10,1215.82,0
13494,312,1,316.26000000000005,2
13495,8,5,2044.8700000000001,0
13496,11,2,653.33,1
13497,283,2,348.05,2
13499,18,5,1159.11,0
13500,24,3,1166.77,1
13502,17,3,292.0,1
13503,72,1,216.85,1
13504,65,1,295.93,1
13506,317,2,458.52,2
13507,4,4,2479.16,0
13508,244,1,110.97,2
13509,9,7,979.72,0
13510,2,4,1791.56,0
13512,261,1,251.21,2
13513,127,1,205.1,1
13514,74,1,152.20000000000002,1
13515,73,4,891.12,1
13516,22,3,1389.41,1
13517,60,3,2128.42,0
13518,86,1,659.4399999999999,1
13519,79,1,122.75,1
13521,2,3,1093.65,1
13522,31,1,125.80000000000001,1
13523,34,5,3964.88,0
13524,41,5,680.1800000000001,1
13525,15,2,628.78,1
13527,34,7,2287.51,0
13529,79,2,307.76,1
13531,206,2,483.8,2
13532,34,1,210.31,1
13533,183,3,270.79,2
13534,3,25,5870.08,0
13536,2,7,3448.29,0
13538,44,7,1280.85,0
13539,86,3,631.34,1
13544,40,2,291.41,1
13546,13,3,626.99,1
13548,97,2,682.41,1
13549,26,7,918.2,0
13551,320,1,91.80000000000001,2
13552,67,12,3740.07,0
13555,74,4,4149.28,0
13557,29,2,584.06,1
13558,6,4,605.06,1
13560,8,1,174.37,1
13561,216,1,141.85999999999999,2
13562,82,3,1799.33,1
13563,85,2,777.53,1
13564,145,3,1749.02,1
13565,20,2,240.22,1
13566,41,2,874.71,1
13568,174,1,192.85,2
13569,18,2,373.75,1
13570,244,1,239.49,2
13571,13,12,2092.32,0
13572,206,1,1384.25,2
13573,51,2,294.4,1
13575,24,5,732.0699999999999,1
13576,11,18,6717.34,0
13577,26,4,1687.6000000000001,0
13579,15,2,467.04,1
13581,310,1,118.0,2
13583,156,1,781.03,1
13584,307,1,142.4,2
13587,64,1,712.4,1
13588,16,9,2478.95,0
13589,15,2,379.65,1
13590,12,6,1981.92,0
13591,65,3,1117.13,1
13592,36,4,247.95999999999998,1
13593,109,5,2037.0800000000002,0
13594,53,1,396.97,1
13596,6,2,697.04,1
13598,48,1,180.17000000000002,1
13599,2,21,5153.67,0
13600,313,1,219.52,2
13601,46,2,693.32,1
13602,65,1,428.89,1
13603,27,1,164.34,1
13606,30,3,280.53999999999996,1
13607,41,1,678.01,1
13610,13,7,1131.88,0
13611,90,3,1171.8,1
13614,25,4,1610.46,0
13615,319,1,417.69,2
13617,41,3,544.18,1
13618,174,1,177.34,2
13621,117,1,213.85,1
13623,31,5,747.78,1
13626,253,1,257.23,2
13627,60,5,1638.47,0
13629,24,11,7792.36,0
13630,6,7,2031.78,0
13631,100,11,3070.42,0
13632,25,5,2121.27,0
13634,34,5,1575.16,0
13635,68,1,1071.03,1
13636,37,5,949.12,0
13637,53,3,810.5,1
13638,16,1,122.64,1
13639,75,1,1033.34,1
13642,216,1,354.8,2
13643,32,3,519.44,1
13644,17,4,2624.26,0
13645,121,1,252.1,1
13647,10,4,1678.1200000000001,0
13649,257,2,346.6,2
13650,17,6,1836.34,0
13651,36,2,94.2,1
13652,46,3,1095.08,1
13654,44,6,2707.33,0
13655,115,2,932.97,1
13656,165,2,379.65,2
13657,11,2,382.14,1
13658,10,5,2639.17,0
13659,206,2,1573.2,2
13662,86,3,897.76,1
13663,180,1,189.47,2
13666,61,3,84.65,1
13667,150,1,305.02,2
13668,3,21,6363.59,0
13669,51,2,218.55,1
13670,76,1,349.7,1
13672,302,2,186.39000000000001,2
13673,19,2,396.92,1
13675,152,2,486.82000000000005,1
13678,152,1,232.6,2
13680,2,4,3722.42,0
13681,18,4,827.83,1
13682,188,1,59.5,2
13684,286,1,67.23,2
13685,3,7,3119.44,0
13686,183,1,72.0,2
13689,64,1,910.0,1
13690,60,1,172.25,1
13692,25,3,1488.32,1
13694,4,50,65039.62,0
13695,32,15,2504.13,0
13697,39,1,151.29999999999998,1
13699,156,1,308.58000000000004,2
13700,27,10,2265.12,0
13703,319,1,99.5,2
13704,6,9,2308.06,0
13705,8,3,711.86,1
13706,303,1,330.79,2
13707,268,2,806.41,2
13708,272,1,296.88,2
13709,4,13,6328.05,0
13710,32,1,180.48,1
13711,219,2,252.06,2
13712,247,1,228.84,2
13715,282,5,1079.34,2
13716,270,1,138.28,2
13717,33,6,1445.01,0
13718,247,2,306.55,2
13719,16,5,1041.68,0
13720,117,4,799.9,1
13721,37,1,524.14,1
13722,132,3,2375.41,0
13723,218,1,199.85000000000002,2
13725,50,8,1980.56,0
13726,39,2,1079.6599999999999,1
13727,29,2,333.48,1
13728,37,6,1016.14,0
13730,136,2,752.6,1
13731,220,2,610.59,2
13732,29,1,491.86,1
13735,25,4,2885.2400000000002,0
13736,6,2,731.9,1
13737,201,1,339.59999999999997,2
13739,19,1,216.9,1
13740,241,1,350.75,2
13741,72,3,668.4300000000001,1
13742,17,12,3131.02,0
13743,3,7,1341.6,0
13744,96,2,1156.36,1
13745,163,1,300.04,2
13747,374,1,79.6,2
13748,96,5,948.25,0
13750,54,5,1647.26,0
13751,289,1,296.25,2
13752,125,6,1186.28,0
13753,288,1,741.26,2
13754,152,2,282.59999999999997,1
13755,4,9,2161.35,0
13756,3,14,5189.52,0
13758,12,7,3190.55,0
13759,34,2,659.4100000000001,1
13760,55,2,286.79,1
13761,51,2,1070.65,1
13762,219,1,306.72,2
13763,64,1,1714.96,1
13764,71,3,1521.76,1
13767,3,37,17220.36,0
13769,3,10,2796.51,0
13771,65,4,2634.45,0
13772,34,3,1132.13,1
13774,82,1,345.0,1
13777,1,33,25977.16,0
13778,104,1,178.7,1
13780,8,2,360.01,1
13781,251,1,127.84,2
13782,13,6,912.0,0
13784,10,11,2462.79,0
13786,368,1,230.39999999999998,2
13787,76,2,309.04,1
13790,5,1,348.8,1
13791,128,2,1516.0,1
13792,67,2,195.55,1
13798,2,57,37153.85,0
13799,117,2,688.86,1
13800,310,1,558.32,2
13801,67,1,324.8,1
13802,139,3,4599.42,0
13803,256,1,277.07,2
13804,31,7,2635.79,0
13805,53,2,924.6,1
13806,64,1,256.38,1
13807,368,1,112.6,2
13808,6,5,1747.66,0
13819,302,3,1140.35,2
13821,145,2,385.64,1
13822,6,2,632.0,1
13823,19,2,957.66,1
13824,33,5,1698.94,0
13826,177,1,189.5,2
13827,58,3,412.05,1
13828,23,1,209.49,1
13831,17,6,2202.99,0
13832,20,1,52.199999999999996,1
13833,160,1,384.8,2
13835,26,4,834.57,1
13837,212,2,271.24,2
13838,6,4,691.73,1
13841,253,1,85.0,2
13842,59,9,3385.62,0
13844,12,1,361.62,1
13845,65,1,312.98,1
13846,25,3,865.0600000000001,1
13848,93,3,1255.0,1
13849,52,2,1537.95,1
13850,130,1,1595.48,1
13851,96,3,2651.46,0
13853,58,1,1090.14,1
13854,9,25,8109.5199999999995,0
13856,169,3,388.5,2
13858,58,1,216.17,1
13859,327,1,201.16,2
13860,2,5,1245.9,0
13862,19,8,2209.36,0
13863,248,1,305.78,2
13865,59,4,501.56,1
13866,75,1,145.67000000000002,1
13867,32,3,1015.29,1
13868,8,2,3192.54,0
13869,124,4,3104.95,0
13870,3,8,2770.94,0
13871,23,13,6403.25,0
13873,120,3,389.6,1
13874,359,1,540.45,2
13875,54,5,1786.79,0
13876,64,1,122.7,1
13877,87,1,117.24,1
13878,55,1,1281.53,1
13880,22,13,3219.77,0
13881,4,20,17159.52,0
13882,3,5,1191.13,0
13883,11,5,2674.48,0
13884,8,5,787.6,0
13885,190,2,506.8,2
13886,72,1,243.56,1
13887,205,1,349.55,2
13888,120,2,605.63,1
13889,93,1,416.90000000000003,1
13890,2,10,1883.8100000000002,0
13892,27,4,632.97,1
13893,298,1,821.1,2
13894,24,3,564.62,1
13895,29,4,2593.07,0
13897,51,1,311.16,1
13898,326,1,155.93,2
13899,17,2,388.52,1
13900,184,3,740.95,2
13901,73,5,2867.2,0
13904,38,2,332.64,1
13908,80,4,2369.55,0
13911,58,9,2580.91,0
13914,12,2,626.45,1
13917,50,2,272.04,1
13918,50,2,1212.8400000000001,1
13922,352,1,172.25,2
13923,54,1,351.13,1
13924,2,6,1838.8500000000001,0
13925,93,4,678.25,1
13926,24,1,223.85000000000002,1
